商品ID,商品名称,商品类别,价格,库存,销量,评分,评论数,上架周期,上架日期
PROD005544,电视,影音娱乐,154.68,54,27,3.9,21,6,2024/6/12
PROD005545,打印机,存储设备,88.39,53,30,5,22,15,2024/6/3
PROD005546,显示器,家用电器,201.03,39,32,4.4,21,11,2024/6/7
PROD005547,电视,手机通讯,125.04,49,36,4.1,18,21,2024/5/28
PROD005548,投影仪,电源配件,93.88,52,23,5,22,9,2024/6/9
PROD005549,平板电脑,电脑办公,50.12,39,35,3.7,20,23,2024/5/26
PROD005550,充电器,电脑办公,128.84,54,29,4.2,23,18,2024/5/31
PROD005551,打印机,智能家居,131.36,57,38,3.1,18,14,2024/6/4
PROD005552,平板电脑,投影设备,128.71,47,26,5,27,5,2024/6/13
PROD005553,平板电脑,手机通讯,66.69,55,33,4.2,21,11,2024/6/7
PROD005554,打印机,家用电器,166.24,50,21,4,26,13,2024/6/5
PROD005555,数码相机,数码配件,203.29,51,40,3.9,22,28,2024/5/21
PROD005556,机械键盘,数码配件,73.25,53,22,3.8,24,8,2024/6/10
PROD005557,数据线,智能家居,123.88,39,37,4.2,19,25,2024/5/24
PROD005558,路由器,投影设备,84.77,55,28,3.7,19,11,2024/6/7
PROD005559,笔记本电脑,外设产品,115.4,44,20,5,14,11,2024/6/7
PROD005560,显示器,投影设备,74.4,58,28,4,15,9,2024/6/9
PROD005561,充电宝,外设产品,227.6,45,21,4.4,26,22,2024/5/27
PROD005562,数码相机,电源配件,74.54,52,35,4.6,26,19,2024/5/30
PROD005563,数据线,投影设备,99.74,51,34,3.8,20,5,2024/6/13
PROD005564,电视,智能家居,101.72,49,31,4.3,24,28,2024/5/21
PROD005565,鼠标,投影设备,196.17,52,32,5,13,18,2024/5/31
PROD005566,显示器,手机通讯,215.03,54,33,3.7,18,3,2024/6/15
PROD005567,耳机,影音娱乐,180.32,49,31,3.4,25,15,2024/6/3
PROD005568,耳机,存储设备,110.05,38,24,4.3,25,29,2024/5/20
PROD005569,蓝牙音箱,电源配件,55.79,60,32,4.4,23,9,2024/6/9
PROD005570,鼠标,电脑办公,114.91,44,32,3.5,16,2,2024/6/16
PROD005571,无线耳机,电脑办公,73.97,41,39,4,19,14,2024/6/4
PROD005572,数码相机,存储设备,143.94,52,30,3.5,22,9,2024/6/9
PROD005573,机械键盘,外设产品,157.72,62,38,5,25,11,2024/6/7
PROD005574,蓝牙音箱,数码配件,71.06,48,29,4.9,17,5,2024/6/13
PROD005575,固态硬盘,影音娱乐,230.36,52,21,3.3,15,6,2024/6/12
PROD005576,智能手表,手机通讯,208.85,40,33,5,23,10,2024/6/8
PROD005577,无线耳机,电源配件,140.08,41,30,4.3,19,15,2024/6/3
PROD005578,智能手机,电源配件,170.96,54,26,4.1,19,12,2024/6/6
PROD005579,智能手表,电脑办公,277.02,54,32,4.8,16,26,2024/5/23
PROD005580,机械键盘,手机通讯,121.93,56,27,4.7,25,24,2024/5/25
PROD005581,无线耳机,外设产品,252.43,39,34,4,17,7,2024/6/11
PROD005582,打印机,家用电器,136.07,49,33,3.8,25,6,2024/6/12
PROD005583,充电器,外设产品,77.94,51,22,4.2,23,23,2024/5/26
PROD005584,路由器,家用电器,128.76,41,31,4.3,18,4,2024/6/14
PROD005585,蓝牙音箱,存储设备,184.02,61,31,4.5,17,23,2024/5/26
PROD005586,内存条,影音娱乐,115,49,37,3.9,22,13,2024/6/5
PROD005587,数码相机,数码配件,470.99,59,30,4.3,18,30,2024/5/19
PROD005588,耳机,手机通讯,244.26,57,40,2.7,18,22,2024/5/27
PROD005589,固态硬盘,存储设备,250.55,44,27,4.6,16,5,2024/6/13
PROD005590,无线耳机,存储设备,479.79,47,27,4.1,26,4,2024/6/14
PROD005591,数码相机,数码配件,142.4,40,23,4.3,21,30,2024/5/19
PROD005592,无线耳机,电源配件,124.89,46,31,4.8,19,9,2024/6/9
PROD005593,内存条,电源配件,228.13,52,29,4.1,15,28,2024/5/21
PROD005594,显示器,电脑办公,158.38,48,34,2.8,18,20,2024/5/29
PROD005595,智能手表,手机通讯,106.79,55,24,4.5,21,18,2024/5/31
PROD005596,充电器,电脑办公,120.18,50,31,4,17,13,2024/6/5
PROD005597,数码相机,电源配件,57.77,48,26,4.8,21,1,2024/6/17
PROD005598,路由器,手机通讯,184.21,46,31,4.1,25,25,2024/5/24
PROD005599,路由器,投影设备,218.3,47,41,4.3,15,19,2024/5/30
PROD005600,打印机,影音娱乐,351.7,57,36,3.7,18,10,2024/6/8
PROD005601,路由器,电源配件,297.89,41,24,4,22,16,2024/6/2
PROD005602,数据线,手机通讯,387.53,55,27,3.6,27,12,2024/6/6
PROD005603,内存条,外设产品,154.3,46,35,4.2,11,16,2024/6/2
PROD005604,充电宝,电源配件,173.43,44,31,4.5,16,2,2024/6/16
PROD005605,投影仪,电脑办公,118.77,46,25,4.3,13,6,2024/6/12
PROD005606,固态硬盘,存储设备,150.24,39,31,4.6,24,27,2024/5/22
PROD005607,路由器,投影设备,178.45,56,43,3.8,10,23,2024/5/26
PROD005608,充电宝,手机通讯,189.18,64,31,3.5,21,27,2024/5/22
PROD005609,耳机,手机通讯,102.58,50,29,3.5,19,5,2024/6/13
PROD005610,充电器,智能家居,165.91,54,28,4.1,21,20,2024/5/29
PROD005611,智能手机,外设产品,81.52,65,21,4.5,26,5,2024/6/13
PROD005612,耳机,手机通讯,193.22,56,29,4.5,22,17,2024/6/1
PROD005613,路由器,投影设备,204.9,48,26,4.7,20,15,2024/6/3
PROD005614,平板电脑,智能家居,257.38,46,37,3.9,11,27,2024/5/22
PROD005615,电视,手机通讯,117.76,46,26,3.6,21,6,2024/6/12
PROD005616,电视,外设产品,348.83,67,31,4.7,16,30,2024/5/19
PROD005617,固态硬盘,电源配件,71.11,51,44,4.4,12,13,2024/6/5
PROD005618,智能手机,投影设备,99.28,55,20,4,20,11,2024/6/7
PROD005619,电视,智能家居,291.86,51,29,4,20,14,2024/6/4
PROD005620,投影仪,家用电器,122.27,44,33,4.8,13,6,2024/6/12
PROD005621,蓝牙音箱,家用电器,218.18,55,27,4.8,18,6,2024/6/12
PROD005622,笔记本电脑,影音娱乐,163.59,48,24,4.5,18,17,2024/6/1
PROD005623,路由器,电源配件,154.53,55,40,3.5,19,1,2024/6/17
PROD005624,内存条,手机通讯,339.08,60,28,4,16,21,2024/5/28
PROD005625,固态硬盘,手机通讯,76.85,54,31,3.5,16,8,2024/6/10
PROD005626,机械键盘,家用电器,198.94,54,31,3.8,14,8,2024/6/10
PROD005627,打印机,电源配件,119.96,63,29,4.7,23,15,2024/6/3
PROD005628,内存条,外设产品,165.79,56,32,4,27,27,2024/5/22
PROD005629,平板电脑,电脑办公,96.04,55,32,4.8,15,8,2024/6/10
PROD005630,平板电脑,影音娱乐,151.68,47,38,4.3,30,14,2024/6/4
PROD005631,电视,智能家居,199.94,45,25,4.4,30,1,2024/6/17
PROD005632,无线耳机,外设产品,244.35,62,33,4.7,27,4,2024/6/14
PROD005633,充电宝,智能家居,133.33,64,18,4.9,19,1,2024/6/17
PROD005634,数码相机,手机通讯,105.71,42,30,4.3,20,28,2024/5/21
PROD005635,投影仪,手机通讯,103.16,46,38,4.5,15,3,2024/6/15
PROD005636,机械键盘,影音娱乐,269.81,45,34,4.4,13,19,2024/5/30
PROD005637,充电宝,数码配件,145.51,38,33,4.9,17,17,2024/6/1
PROD005638,机械键盘,数码配件,120.72,42,27,3.9,14,21,2024/5/28
PROD005639,平板电脑,影音娱乐,220.13,44,33,4.3,25,27,2024/5/22
PROD005640,固态硬盘,外设产品,151.62,36,33,4.2,26,4,2024/6/14
PROD005641,数码相机,电脑办公,103.5,53,28,4.2,22,29,2024/5/20
PROD005642,路由器,存储设备,135.71,54,26,3.7,14,16,2024/6/2
PROD005643,数码相机,存储设备,145.19,53,42,4,22,19,2024/5/30
PROD005644,充电器,存储设备,50,50,22,3.8,22,10,2024/6/8
PROD005645,耳机,手机通讯,120.29,57,37,4.4,22,29,2024/5/20
PROD005646,内存条,影音娱乐,79.08,51,21,3.9,22,23,2024/5/26
PROD005647,打印机,数码配件,206.27,54,25,4,17,18,2024/5/31
PROD005648,路由器,外设产品,162.04,58,21,4.2,20,10,2024/6/8
PROD005649,充电宝,智能家居,146.84,54,22,4.6,19,15,2024/6/3
PROD005650,固态硬盘,数码配件,332.36,60,27,5,26,15,2024/6/3
PROD005651,智能手表,电源配件,207.02,49,42,3.5,12,27,2024/5/22
PROD005652,路由器,存储设备,65.93,49,34,5,19,4,2024/6/14
PROD005653,智能手表,存储设备,132.11,54,32,3.4,18,6,2024/6/12
PROD005654,智能手表,电脑办公,147.33,47,21,4.4,21,23,2024/5/26
PROD005655,平板电脑,投影设备,245.65,51,35,4.4,14,20,2024/5/29
PROD005656,机械键盘,智能家居,181.05,56,23,4.4,14,3,2024/6/15
PROD005657,鼠标,电源配件,173.75,46,34,4.4,22,26,2024/5/23
PROD005658,耳机,手机通讯,199.17,44,35,4,28,7,2024/6/11
PROD005659,平板电脑,存储设备,50,50,39,5,16,19,2024/5/30
PROD005660,鼠标,存储设备,83.78,37,34,3.8,26,30,2024/5/19
PROD005661,投影仪,手机通讯,255.2,49,36,4.3,23,16,2024/6/2
PROD005662,鼠标,手机通讯,135.86,34,27,4.2,14,11,2024/6/7
PROD005663,鼠标,外设产品,99.63,53,23,4.9,19,20,2024/5/29
PROD005664,数据线,电源配件,151.13,51,33,4.2,12,21,2024/5/28
PROD005665,充电器,智能家居,297.23,54,31,4.1,17,19,2024/5/30
PROD005666,路由器,家用电器,137.8,41,23,4.9,14,15,2024/6/3
PROD005667,打印机,外设产品,225.36,52,22,3.9,19,2,2024/6/16
PROD005668,内存条,投影设备,91.12,38,45,4.3,11,2,2024/6/16
PROD005669,智能手机,电脑办公,213.35,40,36,4.4,23,13,2024/6/5
PROD005670,机械键盘,存储设备,81.58,39,37,4.7,13,27,2024/5/22
PROD005671,耳机,投影设备,50,59,26,4.8,24,6,2024/6/12
PROD005672,充电宝,电源配件,361.66,55,32,4.4,13,18,2024/5/31
PROD005673,充电器,数码配件,134.01,49,32,5,16,4,2024/6/14
PROD005674,充电器,智能家居,395.56,49,25,3.9,13,9,2024/6/9
PROD005675,鼠标,影音娱乐,177.76,59,33,4.5,18,5,2024/6/13
PROD005676,数据线,智能家居,160.03,47,27,4.7,28,23,2024/5/26
PROD005677,蓝牙音箱,手机通讯,61.12,52,20,4.9,17,7,2024/6/11
PROD005678,内存条,存储设备,173.2,49,32,4.3,25,15,2024/6/3
PROD005679,智能手表,智能家居,466.68,45,32,5,16,29,2024/5/20
PROD005680,智能手机,电源配件,192.65,42,24,4.5,20,20,2024/5/29
PROD005681,智能手机,影音娱乐,384.31,54,32,5,21,9,2024/6/9
PROD005682,机械键盘,电源配件,241.2,58,33,4.4,15,11,2024/6/7
PROD005683,智能手机,数码配件,179.1,59,29,3.4,19,19,2024/5/30
PROD005684,投影仪,手机通讯,50,41,40,4,24,30,2024/5/19
PROD005685,平板电脑,电源配件,67.38,53,32,4.8,24,8,2024/6/10
PROD005686,路由器,智能家居,135.7,49,37,4,16,5,2024/6/13
PROD005687,固态硬盘,存储设备,257.49,54,40,4.4,24,8,2024/6/10
PROD005688,耳机,数码配件,145.76,47,31,3.8,23,3,2024/6/15
PROD005689,投影仪,投影设备,258.5,47,25,4.4,22,2,2024/6/16
PROD005690,机械键盘,外设产品,72.91,41,24,4.3,16,26,2024/5/23
PROD005691,电视,存储设备,226.08,56,27,4.1,15,6,2024/6/12
PROD005692,电视,影音娱乐,120.94,48,26,4.3,24,10,2024/6/8
PROD005693,智能手机,投影设备,118.52,50,39,3.8,14,9,2024/6/9
PROD005694,电视,家用电器,183.85,43,30,3.7,23,24,2024/5/25
PROD005695,固态硬盘,手机通讯,50,71,26,4.2,27,9,2024/6/9
PROD005696,智能手机,电脑办公,84.9,52,25,3.7,18,27,2024/5/22
PROD005697,智能手机,数码配件,549.97,57,27,3.9,20,24,2024/5/25
PROD005698,数据线,影音娱乐,148.5,36,22,5,18,13,2024/6/5
PROD005699,笔记本电脑,手机通讯,311.97,47,30,4.5,18,5,2024/6/13
PROD005700,充电器,电源配件,88.37,40,28,3.3,16,10,2024/6/8
PROD005701,蓝牙音箱,投影设备,81.27,45,36,4.5,24,21,2024/5/28
PROD005702,智能手表,影音娱乐,157.37,51,26,4.2,19,26,2024/5/23
PROD005703,笔记本电脑,影音娱乐,105.89,48,34,4.8,19,17,2024/6/1
PROD005704,笔记本电脑,家用电器,158.63,37,24,5,22,7,2024/6/11
PROD005705,打印机,存储设备,222.18,49,36,4.8,18,24,2024/5/25
PROD005706,耳机,存储设备,392.41,47,37,3.8,17,12,2024/6/6
PROD005707,电视,外设产品,136.01,46,17,4.5,23,21,2024/5/28
PROD005708,数据线,存储设备,236.76,41,22,3.8,16,14,2024/6/4
PROD005709,数据线,电源配件,167.54,47,28,4.5,16,19,2024/5/30
PROD005710,耳机,手机通讯,123.98,58,26,4.4,14,30,2024/5/19
PROD005711,无线耳机,手机通讯,105.05,56,20,4.3,14,28,2024/5/21
PROD005712,数据线,智能家居,164.96,59,36,4,30,28,2024/5/21
PROD005713,无线耳机,家用电器,106.84,54,19,4.8,17,18,2024/5/31
PROD005714,电视,存储设备,139.51,56,20,3.9,27,16,2024/6/2
PROD005715,智能手机,存储设备,166.19,62,31,4.4,23,10,2024/6/8
PROD005716,智能手机,存储设备,50,44,30,4.5,20,26,2024/5/23
PROD005717,机械键盘,存储设备,84.17,43,34,4.2,23,4,2024/6/14
PROD005718,鼠标,数码配件,242.31,58,29,4.6,15,13,2024/6/5
PROD005719,蓝牙音箱,电脑办公,148.18,51,35,4.1,17,20,2024/5/29
PROD005720,路由器,数码配件,223.07,46,25,4.4,22,5,2024/6/13
PROD005721,鼠标,智能家居,87.85,55,24,4.2,16,22,2024/5/27
PROD005722,路由器,智能家居,142.05,43,23,4.6,13,29,2024/5/20
PROD005723,显示器,智能家居,68.43,41,27,3.3,28,26,2024/5/23
PROD005724,固态硬盘,外设产品,285.5,41,25,4.7,20,2,2024/6/16
PROD005725,耳机,数码配件,287.03,48,28,4.7,13,15,2024/6/3
PROD005726,固态硬盘,电脑办公,123.13,56,35,5,27,1,2024/6/17
PROD005727,数据线,存储设备,50,52,31,4.7,14,16,2024/6/2
PROD005728,鼠标,家用电器,547.1,61,30,3.6,24,8,2024/6/10
PROD005729,投影仪,手机通讯,236.24,66,28,3.3,25,11,2024/6/7
PROD005730,智能手表,存储设备,203.62,52,27,3.9,21,29,2024/5/20
PROD005731,数据线,电源配件,244.89,43,34,3.6,15,1,2024/6/17
PROD005732,平板电脑,手机通讯,180.26,49,30,4.3,17,7,2024/6/11
PROD005733,笔记本电脑,智能家居,120.81,34,27,5,23,15,2024/6/3
PROD005734,投影仪,外设产品,82.88,45,22,4.1,18,21,2024/5/28
PROD005735,内存条,投影设备,264.45,67,33,4,18,27,2024/5/22
PROD005736,数据线,外设产品,112.15,38,27,3.4,21,6,2024/6/12
PROD005737,充电宝,存储设备,77.23,42,35,4.5,24,15,2024/6/3
PROD005738,打印机,影音娱乐,114.9,52,27,3.6,26,24,2024/5/25
PROD005739,耳机,手机通讯,134.29,45,22,3.5,21,11,2024/6/7
PROD005740,打印机,家用电器,183.5,48,26,3.8,23,4,2024/6/14
PROD005741,机械键盘,投影设备,172.53,54,42,4.5,21,12,2024/6/6
PROD005742,无线耳机,投影设备,206.18,54,38,4,26,29,2024/5/20
PROD005743,机械键盘,手机通讯,76.64,50,24,3.3,25,2,2024/6/16
PROD005744,内存条,家用电器,246.89,56,33,3.6,21,28,2024/5/21
PROD005745,笔记本电脑,存储设备,168.05,52,25,4,19,12,2024/6/6
PROD005746,充电宝,外设产品,175.61,47,33,3.8,13,15,2024/6/3
PROD005747,电视,家用电器,277.93,45,24,4.9,17,29,2024/5/20
PROD005748,数码相机,电脑办公,121.38,52,37,5,17,30,2024/5/19
PROD005749,路由器,外设产品,189.03,58,23,4.4,19,19,2024/5/30
PROD005750,鼠标,家用电器,211.43,42,34,4.7,22,17,2024/6/1
PROD005751,充电宝,电脑办公,50,48,25,2.5,18,8,2024/6/10
PROD005752,内存条,投影设备,95.48,55,36,4.3,20,4,2024/6/14
PROD005753,智能手机,手机通讯,211.55,64,25,4,16,4,2024/6/14
PROD005754,蓝牙音箱,存储设备,139.04,41,29,4.4,20,7,2024/6/11
PROD005755,路由器,投影设备,62.96,45,34,4.1,17,23,2024/5/26
PROD005756,耳机,电脑办公,117.51,48,35,4.2,22,30,2024/5/19
PROD005757,内存条,家用电器,230.61,55,38,4.3,21,3,2024/6/15
PROD005758,显示器,外设产品,165.39,61,32,4.7,24,12,2024/6/6
PROD005759,智能手机,家用电器,95.17,59,28,4.7,17,2,2024/6/16
PROD005760,智能手表,外设产品,124.26,44,23,4.3,11,2,2024/6/16
PROD005761,电视,存储设备,65.67,53,23,4.8,29,25,2024/5/24
PROD005762,电视,存储设备,94.19,51,37,4.1,17,14,2024/6/4
PROD005763,投影仪,存储设备,102.61,38,33,4.1,15,6,2024/6/12
PROD005764,耳机,影音娱乐,336.26,49,21,4,16,9,2024/6/9
PROD005765,投影仪,电脑办公,305.64,36,31,4,25,23,2024/5/26
PROD005766,无线耳机,智能家居,223.77,41,38,4.4,26,8,2024/6/10
PROD005767,投影仪,数码配件,197.65,52,20,4.3,19,4,2024/6/14
PROD005768,智能手机,投影设备,67.29,55,29,4.4,18,5,2024/6/13
PROD005769,智能手机,数码配件,60.71,60,38,4.3,19,1,2024/6/17
PROD005770,蓝牙音箱,外设产品,236.16,52,27,4.8,15,9,2024/6/9
PROD005771,鼠标,手机通讯,52.86,52,30,4.3,17,19,2024/5/30
PROD005772,笔记本电脑,影音娱乐,155.96,51,30,4.7,21,9,2024/6/9
PROD005773,蓝牙音箱,智能家居,78.03,54,35,4.7,24,8,2024/6/10
PROD005774,智能手机,家用电器,175.89,36,18,3.5,22,29,2024/5/20
PROD005775,蓝牙音箱,电脑办公,150.58,44,35,4.6,25,22,2024/5/27
PROD005776,打印机,智能家居,193.34,58,38,4.8,17,16,2024/6/2
PROD005777,数据线,存储设备,82.02,61,26,4.8,28,16,2024/6/2
PROD005778,智能手机,外设产品,129.72,44,32,4.2,16,7,2024/6/11
PROD005779,智能手机,存储设备,87.93,55,40,4.3,19,2,2024/6/16
PROD005780,显示器,智能家居,163.52,32,44,4.8,23,8,2024/6/10
PROD005781,笔记本电脑,电脑办公,238.14,66,19,3.7,15,15,2024/6/3
PROD005782,充电器,电脑办公,301.46,54,33,4,20,12,2024/6/6
PROD005783,耳机,电脑办公,50,35,30,4.1,18,22,2024/5/27
PROD005784,平板电脑,手机通讯,249.82,37,42,4.2,18,16,2024/6/2
PROD005785,打印机,存储设备,348,46,39,4.6,23,22,2024/5/27
PROD005786,智能手表,电脑办公,50,38,34,3.6,19,9,2024/6/9
PROD005787,智能手表,投影设备,104.09,46,39,4.5,18,28,2024/5/21
PROD005788,耳机,电脑办公,88.5,48,33,5,26,30,2024/5/19
PROD005789,耳机,手机通讯,114.8,57,23,4.8,22,4,2024/6/14
PROD005790,智能手机,手机通讯,274.49,56,30,4.2,25,5,2024/6/13
PROD005791,鼠标,外设产品,64.54,49,22,4.2,17,10,2024/6/8
PROD005792,打印机,电源配件,76.25,64,21,3.9,23,10,2024/6/8
PROD005793,智能手表,存储设备,92.21,52,28,4.3,25,19,2024/5/30
PROD005794,智能手表,家用电器,464.57,55,34,4.9,17,20,2024/5/29
PROD005795,充电宝,手机通讯,89.73,54,34,5,26,7,2024/6/11
PROD005796,智能手表,电脑办公,136.12,35,22,3.9,28,6,2024/6/12
PROD005797,电视,存储设备,80.17,59,29,4.6,20,24,2024/5/25
PROD005798,蓝牙音箱,外设产品,143.35,52,30,3.7,18,6,2024/6/12
PROD005799,智能手机,电源配件,124.95,45,29,4.2,23,25,2024/5/24
PROD005800,电视,影音娱乐,122.94,55,21,3.3,21,1,2024/6/17
PROD005801,显示器,影音娱乐,82.1,50,28,3.6,23,27,2024/5/22
PROD005802,数码相机,投影设备,198.86,52,21,5,16,2,2024/6/16
PROD005803,智能手表,影音娱乐,368.59,48,37,3.3,21,16,2024/6/2
PROD005804,投影仪,投影设备,51.98,54,27,4.3,13,7,2024/6/11
PROD005805,平板电脑,智能家居,93.25,51,36,4.5,15,20,2024/5/29
PROD005806,充电宝,影音娱乐,193.46,49,26,3.9,22,27,2024/5/22
PROD005807,平板电脑,数码配件,194.55,53,28,4.6,23,13,2024/6/5
PROD005808,电视,影音娱乐,150,58,32,3.5,15,12,2024/6/6
PROD005809,蓝牙音箱,手机通讯,427.01,41,19,4.8,16,25,2024/5/24
PROD005810,智能手表,电源配件,93.92,55,23,3.1,22,24,2024/5/25
PROD005811,路由器,家用电器,145.85,39,35,3.2,21,13,2024/6/5
PROD005812,显示器,投影设备,173.55,57,25,3.6,16,10,2024/6/8
PROD005813,无线耳机,外设产品,344.59,45,32,4.5,16,16,2024/6/2
PROD005814,蓝牙音箱,数码配件,133.15,48,39,3.6,20,27,2024/5/22
PROD005815,笔记本电脑,外设产品,86.35,45,34,4.1,23,17,2024/6/1
PROD005816,智能手表,影音娱乐,117.62,52,27,4.2,16,26,2024/5/23
PROD005817,鼠标,电源配件,171.49,42,20,3.9,17,21,2024/5/28
PROD005818,机械键盘,电脑办公,117.56,50,29,3.8,12,19,2024/5/30
PROD005819,蓝牙音箱,家用电器,53.94,49,30,3.5,17,8,2024/6/10
PROD005820,智能手表,外设产品,142.64,44,28,4,21,14,2024/6/4
PROD005821,显示器,外设产品,264.31,51,23,4.8,22,1,2024/6/17
PROD005822,蓝牙音箱,数码配件,180.73,51,33,3.9,16,30,2024/5/19
PROD005823,固态硬盘,智能家居,78.45,39,21,4,20,22,2024/5/27
PROD005824,电视,智能家居,117.77,50,19,4.1,22,10,2024/6/8
PROD005825,智能手表,手机通讯,186.98,45,25,4.8,22,9,2024/6/9
PROD005826,固态硬盘,数码配件,114.27,58,35,5,20,24,2024/5/25
PROD005827,智能手机,外设产品,76.75,50,28,4.2,25,17,2024/6/1
PROD005828,固态硬盘,手机通讯,87.89,49,25,3.9,18,25,2024/5/24
PROD005829,机械键盘,外设产品,460.82,58,31,3.9,23,20,2024/5/29
PROD005830,内存条,投影设备,293.19,51,33,4.4,19,5,2024/6/13
PROD005831,无线耳机,存储设备,182.59,42,34,4.2,23,30,2024/5/19
PROD005832,数据线,智能家居,128.55,43,32,3.9,21,8,2024/6/10
PROD005833,笔记本电脑,智能家居,85.01,50,32,4.5,16,11,2024/6/7
PROD005834,机械键盘,电脑办公,338.72,45,31,4.1,15,6,2024/6/12
PROD005835,投影仪,电源配件,123.66,52,30,4.5,15,7,2024/6/11
PROD005836,固态硬盘,智能家居,78.11,47,30,3.7,25,7,2024/6/11
PROD005837,无线耳机,存储设备,160.84,49,23,5,12,18,2024/5/31
PROD005838,充电器,家用电器,357.46,46,31,3.5,14,4,2024/6/14
PROD005839,打印机,影音娱乐,57.94,39,34,4.1,20,14,2024/6/4
PROD005840,平板电脑,电脑办公,71.78,54,36,4,29,12,2024/6/6
PROD005841,鼠标,家用电器,55.3,40,20,4.2,19,25,2024/5/24
PROD005842,充电宝,家用电器,103.22,45,21,4.4,28,20,2024/5/29
PROD005843,数据线,家用电器,207.53,57,25,3.5,21,23,2024/5/26
PROD005844,显示器,智能家居,84.92,43,25,4.5,24,20,2024/5/29
PROD005845,鼠标,投影设备,180.51,60,28,4.2,19,13,2024/6/5
PROD005846,蓝牙音箱,外设产品,212.94,49,25,4.8,20,11,2024/6/7
PROD005847,数码相机,电脑办公,100.26,39,28,4.4,13,10,2024/6/8
PROD005848,电视,外设产品,254.69,39,25,4.5,16,9,2024/6/9
PROD005849,数据线,存储设备,111.57,64,26,5,13,5,2024/6/13
PROD005850,充电宝,手机通讯,191.86,51,40,4.7,17,1,2024/6/17
PROD005851,机械键盘,家用电器,90.01,47,36,4.6,22,9,2024/6/9
PROD005852,投影仪,存储设备,215.53,48,45,4.4,25,10,2024/6/8
